anio,municipio_id,municipio_nombre,genero,cantidad
1996,6007,Adolfo Alsina,masculino,151
1996,6007,Adolfo Alsina,femenino,130
1996,6021,Alberti,masculino,64
1996,6021,Alberti,femenino,56
1996,6028,Almirante Brown,masculino,3778
1996,6028,Almirante Brown,femenino,3651
1996,6077,Arrecifes,masculino,279
1996,6077,Arrecifes,femenino,261
1996,6035,Avellaneda,masculino,3658
1996,6035,Avellaneda,femenino,3588
1996,6042,Ayacucho,masculino,182
1996,6042,Ayacucho,femenino,184
1996,6049,Azul,masculino,597
1996,6049,Azul,femenino,572
1996,6056,Bahía Blanca,masculino,2428
1996,6056,Bahía Blanca,femenino,2213
1996,6063,Balcarce,masculino,374
1996,6063,Balcarce,femenino,348
1996,6070,Baradero,masculino,271
1996,6070,Baradero,femenino,216
1996,6084,Benito Juárez,masculino,143
1996,6084,Benito Juárez,femenino,141
1996,6091,Berazategui,masculino,3054
1996,6091,Berazategui,femenino,3279
1996,6098,Berisso,masculino,521
1996,6098,Berisso,femenino,483
1996,6105,Bolívar,masculino,278
1996,6105,Bolívar,femenino,275
1996,6112,Bragado,masculino,335
1996,6112,Bragado,femenino,301
1996,6126,Campana,masculino,889
1996,6126,Campana,femenino,886
1996,6134,Cañuelas,masculino,406
1996,6134,Cañuelas,femenino,400
1996,6140,Capitán Sarmiento,masculino,105
1996,6140,Capitán Sarmiento,femenino,107
1996,6147,Carlos Casares,masculino,200
1996,6147,Carlos Casares,femenino,171
1996,6154,Carlos Tejedor,masculino,94
1996,6154,Carlos Tejedor,femenino,94
1996,6161,Carmen de Areco,masculino,137
1996,6161,Carmen de Areco,femenino,119
1996,6602,Patagones,masculino,268
1996,6602,Patagones,femenino,254
1996,6168,Castelli,masculino,62
1996,6168,Castelli,femenino,67
1996,6210,Chacabuco,masculino,366
1996,6210,Chacabuco,femenino,368
1996,6218,Chascomús,masculino,265
1996,6218,Chascomús,femenino,259
1996,6224,Chivilcoy,masculino,317
1996,6224,Chivilcoy,femenino,312
1996,6175,Colón,masculino,208
1996,6175,Colón,femenino,206
1996,6119,Brandsen,masculino,398
1996,6119,Brandsen,femenino,346
1996,6189,Coronel Dorrego,masculino,121
1996,6189,Coronel Dorrego,femenino,112
1996,6196,Coronel Pringles,masculino,220
1996,6196,Coronel Pringles,femenino,239
1996,6182,Coronel de Marina Leonardo Rosales,masculino,273
1996,6182,Coronel de Marina Leonardo Rosales,femenino,258
1996,6203,Coronel Suárez,masculino,284
1996,6203,Coronel Suárez,femenino,282
1996,6231,Daireaux,masculino,179
1996,6231,Daireaux,femenino,159
1996,6420,La Costa,masculino,777
1996,6420,La Costa,femenino,734
1996,6238,Dolores,masculino,223
1996,6238,Dolores,femenino,251
1996,6245,Ensenada,masculino,404
1996,6245,Ensenada,femenino,397
1996,6252,Escobar,masculino,2018
1996,6252,Escobar,femenino,1934
1996,6260,Esteban Echeverría,masculino,1637
1996,6260,Esteban Echeverría,femenino,1684
1996,6266,Exaltación de la Cruz,masculino,218
1996,6266,Exaltación de la Cruz,femenino,216
1996,6270,Ezeiza,masculino,1506
1996,6270,Ezeiza,femenino,1416
1996,6274,Florencio Varela,masculino,3044
1996,6274,Florencio Varela,femenino,3064
1996,6277,Florentino Ameghino,masculino,87
1996,6277,Florentino Ameghino,femenino,73
1996,6280,General Alvarado,masculino,326
1996,6280,General Alvarado,femenino,319
1996,6287,General Alvear,masculino,95
1996,6287,General Alvear,femenino,66
1996,6294,General Arenales,masculino,118
1996,6294,General Arenales,femenino,105
1996,6301,General Belgrano,masculino,157
1996,6301,General Belgrano,femenino,162
1996,6308,General Guido,masculino,19
1996,6308,General Guido,femenino,15
1996,6322,General la Madrid,masculino,92
1996,6322,General la Madrid,femenino,101
1996,6329,General las Heras,masculino,122
1996,6329,General las Heras,femenino,128
1996,6336,General Lavalle,masculino,14
1996,6336,General Lavalle,femenino,19
1996,6315,General Juan Madariaga,masculino,176
1996,6315,General Juan Madariaga,femenino,168
1996,6343,General Paz,masculino,96
1996,6343,General Paz,femenino,84
1996,6351,General Pinto,masculino,82
1996,6351,General Pinto,femenino,70
1996,6357,General Pueyrredón,masculino,5443
1996,6357,General Pueyrredón,femenino,5212
1996,6364,General Rodríguez,masculino,1039
1996,6364,General Rodríguez,femenino,959
1996,6371,General San Martín,masculino,2402
1996,6371,General San Martín,femenino,2421
1996,6385,General Viamonte,masculino,149
1996,6385,General Viamonte,femenino,150
1996,6392,General Villegas,masculino,272
1996,6392,General Villegas,femenino,266
1996,6014,Adolfo Gonzales Chaves,masculino,126
1996,6014,Adolfo Gonzales Chaves,femenino,95
1996,6399,Guaminí,masculino,149
1996,6399,Guaminí,femenino,123
1996,6406,Hipólito Yrigoyen,masculino,95
1996,6406,Hipólito Yrigoyen,femenino,55
1996,6408,Hurlingham,masculino,732
1996,6408,Hurlingham,femenino,731
1996,6410,Ituzaingó,masculino,373
1996,6410,Ituzaingó,femenino,364
1996,6412,José C. Paz,masculino,1693
1996,6412,José C. Paz,femenino,1677
1996,6413,Junín,masculino,840
1996,6413,Junín,femenino,815
1996,6427,La Matanza,masculino,7535
1996,6427,La Matanza,femenino,6780
1996,6441,La Plata,masculino,6190
1996,6441,La Plata,femenino,5940
1996,6434,Lanús,masculino,3650
1996,6434,Lanús,femenino,3598
1996,6448,Laprida,masculino,94
1996,6448,Laprida,femenino,103
1996,6455,Las Flores,masculino,183
1996,6455,Las Flores,femenino,222
1996,6462,Leandro N. Alem,masculino,179
1996,6462,Leandro N. Alem,femenino,166
1996,6466,Lezama,masculino,41
1996,6466,Lezama,femenino,46
1996,6469,Lincoln,masculino,315
1996,6469,Lincoln,femenino,364
1996,6476,Lobería,masculino,126
1996,6476,Lobería,femenino,130
1996,6483,Lobos,masculino,278
1996,6483,Lobos,femenino,281
1996,6490,Lomas de Zamora,masculino,2707
1996,6490,Lomas de Zamora,femenino,2742
1996,6497,Luján,masculino,842
1996,6497,Luján,femenino,883
1996,6505,Magdalena,masculino,140
1996,6505,Magdalena,femenino,144
1996,6511,Maipú,masculino,97
1996,6511,Maipú,femenino,89
1996,6515,Malvinas Argentinas,masculino,1407
1996,6515,Malvinas Argentinas,femenino,1427
1996,6518,Mar Chiquita,masculino,176
1996,6518,Mar Chiquita,femenino,152
1996,6525,Marcos Paz,masculino,441
1996,6525,Marcos Paz,femenino,407
1996,6532,Mercedes,masculino,529
1996,6532,Mercedes,femenino,499
1996,6539,Merlo,masculino,3520
1996,6539,Merlo,femenino,4048
1996,6553,Monte Hermoso,masculino,35
1996,6553,Monte Hermoso,femenino,34
1996,6560,Moreno,masculino,2797
1996,6560,Moreno,femenino,2629
1996,6568,Morón,masculino,2536
1996,6568,Morón,femenino,2460
1996,6574,Navarro,masculino,135
1996,6574,Navarro,femenino,159
1996,6581,Necochea,masculino,530
1996,6581,Necochea,femenino,537
1996,6588,9 de Julio,masculino,217
1996,6588,9 de Julio,femenino,197
1996,6595,Olavarría,masculino,1024
1996,6595,Olavarría,femenino,955
1996,6609,Pehuajó,masculino,376
1996,6609,Pehuajó,femenino,366
1996,6616,Pellegrini,masculino,51
1996,6616,Pellegrini,femenino,52
1996,6623,Pergamino,masculino,340
1996,6623,Pergamino,femenino,358
1996,6630,Pila,masculino,15
1996,6630,Pila,femenino,18
1996,6638,Pilar,masculino,1930
1996,6638,Pilar,femenino,1833
1996,6644,Pinamar,masculino,162
1996,6644,Pinamar,femenino,172
1996,6648,Presidente Perón,masculino,133
1996,6648,Presidente Perón,femenino,131
1996,6651,Puán,masculino,120
1996,6651,Puán,femenino,126
1996,6655,Punta Indio,masculino,80
1996,6655,Punta Indio,femenino,60
1996,6658,Quilmes,masculino,5563
1996,6658,Quilmes,femenino,5057
1996,6665,Ramallo,masculino,296
1996,6665,Ramallo,femenino,306
1996,6672,Rauch,masculino,140
1996,6672,Rauch,femenino,112
1996,6679,Rivadavia,masculino,176
1996,6679,Rivadavia,femenino,154
1996,6686,Rojas,masculino,174
1996,6686,Rojas,femenino,162
1996,6693,Roque Pérez,masculino,100
1996,6693,Roque Pérez,femenino,65
1996,6700,Saavedra,masculino,107
1996,6700,Saavedra,femenino,127
1996,6707,Saladillo,masculino,339
1996,6707,Saladillo,femenino,284
1996,6721,Salliqueló,masculino,71
1996,6721,Salliqueló,femenino,63
1996,6714,Salto,masculino,257
1996,6714,Salto,femenino,247
1996,6728,San Andrés de Giles,masculino,190
1996,6728,San Andrés de Giles,femenino,192
1996,6735,San Antonio de Areco,masculino,204
1996,6735,San Antonio de Areco,femenino,164
1996,6742,San Cayetano,masculino,68
1996,6742,San Cayetano,femenino,60
1996,6749,San Fernando,masculino,1500
1996,6749,San Fernando,femenino,1375
1996,6756,San Isidro,masculino,2324
1996,6756,San Isidro,femenino,2216
1996,6760,San Miguel,masculino,1750
1996,6760,San Miguel,femenino,1694
1996,6547,Monte,masculino,144
1996,6547,Monte,femenino,149
1996,6763,San Nicolás,masculino,1394
1996,6763,San Nicolás,femenino,1298
1996,6770,San Pedro,masculino,636
1996,6770,San Pedro,femenino,620
1996,6778,San Vicente,masculino,497
1996,6778,San Vicente,femenino,536
1996,6784,Suipacha,masculino,74
1996,6784,Suipacha,femenino,87
1996,6791,Tandil,masculino,944
1996,6791,Tandil,femenino,877
1996,6798,Tapalqué,masculino,23
1996,6798,Tapalqué,femenino,27
1996,6805,Tigre,masculino,2506
1996,6805,Tigre,femenino,2477
1996,6819,Tornquist,masculino,76
1996,6819,Tornquist,femenino,67
1996,6826,Trenque Lauquen,masculino,395
1996,6826,Trenque Lauquen,femenino,364
1996,6833,Tres Arroyos,masculino,481
1996,6833,Tres Arroyos,femenino,410
1996,6840,Tres de Febrero,masculino,2067
1996,6840,Tres de Febrero,femenino,1839
1996,6847,Tres Lomas,masculino,55
1996,6847,Tres Lomas,femenino,59
1996,6854,25 de Mayo,masculino,253
1996,6854,25 de Mayo,femenino,236
1996,6861,Vicente López,masculino,2347
1996,6861,Vicente López,femenino,2447
1996,6868,Villa Gesell,masculino,220
1996,6868,Villa Gesell,femenino,214
1996,6875,Villarino,masculino,376
1996,6875,Villarino,femenino,370
1996,6882,Zárate,masculino,976
1996,6882,Zárate,femenino,901
1997,6007,Adolfo Alsina,masculino,118
1997,6007,Adolfo Alsina,femenino,128
1997,6021,Alberti,masculino,57
1997,6021,Alberti,femenino,51
1997,6028,Almirante Brown,masculino,5205
1997,6028,Almirante Brown,femenino,4897
1997,6077,Arrecifes,masculino,244
1997,6077,Arrecifes,femenino,243
1997,6035,Avellaneda,masculino,3616
1997,6035,Avellaneda,femenino,3387
1997,6042,Ayacucho,masculino,213
1997,6042,Ayacucho,femenino,187
1997,6049,Azul,masculino,589
1997,6049,Azul,femenino,575
1997,6056,Bahía Blanca,masculino,2386
1997,6056,Bahía Blanca,femenino,2356
1997,6063,Balcarce,masculino,379
1997,6063,Balcarce,femenino,364
1997,6070,Baradero,masculino,306
1997,6070,Baradero,femenino,252
1997,6084,Benito Juárez,masculino,184
1997,6084,Benito Juárez,femenino,161
1997,6091,Berazategui,masculino,2697
1997,6091,Berazategui,femenino,2675
1997,6098,Berisso,masculino,588
1997,6098,Berisso,femenino,579
1997,6105,Bolívar,masculino,276
1997,6105,Bolívar,femenino,284
1997,6112,Bragado,masculino,373
1997,6112,Bragado,femenino,323
1997,6126,Campana,masculino,1018
1997,6126,Campana,femenino,997
1997,6134,Cañuelas,masculino,402
1997,6134,Cañuelas,femenino,393
1997,6140,Capitán Sarmiento,masculino,110
1997,6140,Capitán Sarmiento,femenino,117
1997,6147,Carlos Casares,masculino,187
1997,6147,Carlos Casares,femenino,179
1997,6154,Carlos Tejedor,masculino,105
1997,6154,Carlos Tejedor,femenino,97
1997,6161,Carmen de Areco,masculino,106
1997,6161,Carmen de Areco,femenino,108
1997,6602,Patagones,masculino,234
1997,6602,Patagones,femenino,208
1997,6168,Castelli,masculino,62
1997,6168,Castelli,femenino,63
1997,6210,Chacabuco,masculino,349
1997,6210,Chacabuco,femenino,370
1997,6218,Chascomús,masculino,299
1997,6218,Chascomús,femenino,315
1997,6224,Chivilcoy,masculino,384
1997,6224,Chivilcoy,femenino,356
1997,6175,Colón,masculino,215
1997,6175,Colón,femenino,170
1997,6119,Brandsen,masculino,246
1997,6119,Brandsen,femenino,221
1997,6189,Coronel Dorrego,masculino,133
1997,6189,Coronel Dorrego,femenino,123
1997,6196,Coronel Pringles,masculino,213
1997,6196,Coronel Pringles,femenino,209
1997,6182,Coronel de Marina Leonardo Rosales,masculino,282
1997,6182,Coronel de Marina Leonardo Rosales,femenino,256
1997,6203,Coronel Suárez,masculino,271
1997,6203,Coronel Suárez,femenino,304
1997,6231,Daireaux,masculino,155
1997,6231,Daireaux,femenino,154
1997,6420,La Costa,masculino,633
1997,6420,La Costa,femenino,598
1997,6238,Dolores,masculino,273
1997,6238,Dolores,femenino,252
1997,6245,Ensenada,masculino,390
1997,6245,Ensenada,femenino,352
1997,6252,Escobar,masculino,2333
1997,6252,Escobar,femenino,2198
1997,6260,Esteban Echeverría,masculino,2190
1997,6260,Esteban Echeverría,femenino,2140
1997,6266,Exaltación de la Cruz,masculino,253
1997,6266,Exaltación de la Cruz,femenino,296
1997,6270,Ezeiza,masculino,1964
1997,6270,Ezeiza,femenino,1814
1997,6274,Florencio Varela,masculino,3796
1997,6274,Florencio Varela,femenino,3583
1997,6277,Florentino Ameghino,masculino,74
1997,6277,Florentino Ameghino,femenino,75
1997,6280,General Alvarado,masculino,481
1997,6280,General Alvarado,femenino,381
1997,6287,General Alvear,masculino,87
1997,6287,General Alvear,femenino,90
1997,6294,General Arenales,masculino,105
1997,6294,General Arenales,femenino,95
1997,6301,General Belgrano,masculino,127
1997,6301,General Belgrano,femenino,149
1997,6308,General Guido,masculino,17
1997,6308,General Guido,femenino,12
1997,6322,General la Madrid,masculino,108
1997,6322,General la Madrid,femenino,95
1997,6329,General las Heras,masculino,132
1997,6329,General las Heras,femenino,136
1997,6336,General Lavalle,masculino,18
1997,6336,General Lavalle,femenino,17
1997,6315,General Juan Madariaga,masculino,185
1997,6315,General Juan Madariaga,femenino,196
1997,6343,General Paz,masculino,82
1997,6343,General Paz,femenino,90
1997,6351,General Pinto,masculino,95
1997,6351,General Pinto,femenino,79
1997,6357,General Pueyrredón,masculino,6291
1997,6357,General Pueyrredón,femenino,5781
1997,6364,General Rodríguez,masculino,1121
1997,6364,General Rodríguez,femenino,1130
1997,6371,General San Martín,masculino,2608
1997,6371,General San Martín,femenino,2658
1997,6385,General Viamonte,masculino,167
1997,6385,General Viamonte,femenino,147
1997,6392,General Villegas,masculino,286
1997,6392,General Villegas,femenino,286
1997,6014,Adolfo Gonzales Chaves,masculino,122
1997,6014,Adolfo Gonzales Chaves,femenino,115
1997,6399,Guaminí,masculino,100
1997,6399,Guaminí,femenino,74
1997,6406,Hipólito Yrigoyen,masculino,81
1997,6406,Hipólito Yrigoyen,femenino,69
1997,6408,Hurlingham,masculino,1113
1997,6408,Hurlingham,femenino,1047
1997,6410,Ituzaingó,masculino,545
1997,6410,Ituzaingó,femenino,563
1997,6412,José C. Paz,masculino,2799
1997,6412,José C. Paz,femenino,2729
1997,6413,Junín,masculino,764
1997,6413,Junín,femenino,788
1997,6427,La Matanza,masculino,9575
1997,6427,La Matanza,femenino,9172
1997,6441,La Plata,masculino,6220
1997,6441,La Plata,femenino,5935
1997,6434,Lanús,masculino,3875
1997,6434,Lanús,femenino,3942
1997,6448,Laprida,masculino,104
1997,6448,Laprida,femenino,88
1997,6455,Las Flores,masculino,180
1997,6455,Las Flores,femenino,176
1997,6462,Leandro N. Alem,masculino,183
1997,6462,Leandro N. Alem,femenino,183
1997,6466,Lezama,masculino,38
1997,6466,Lezama,femenino,36
1997,6469,Lincoln,masculino,377
1997,6469,Lincoln,femenino,356
1997,6476,Lobería,masculino,121
1997,6476,Lobería,femenino,144
1997,6483,Lobos,masculino,317
1997,6483,Lobos,femenino,281
1997,6490,Lomas de Zamora,masculino,3511
1997,6490,Lomas de Zamora,femenino,3493
1997,6497,Luján,masculino,935
1997,6497,Luján,femenino,907
1997,6505,Magdalena,masculino,144
1997,6505,Magdalena,femenino,151
1997,6511,Maipú,masculino,109
1997,6511,Maipú,femenino,105
1997,6515,Malvinas Argentinas,masculino,2039
1997,6515,Malvinas Argentinas,femenino,2090
1997,6518,Mar Chiquita,masculino,142
1997,6518,Mar Chiquita,femenino,154
1997,6525,Marcos Paz,masculino,513
1997,6525,Marcos Paz,femenino,464
1997,6532,Mercedes,masculino,519
1997,6532,Mercedes,femenino,485
1997,6539,Merlo,masculino,5006
1997,6539,Merlo,femenino,4796
1997,6553,Monte Hermoso,masculino,40
1997,6553,Monte Hermoso,femenino,40
1997,6560,Moreno,masculino,3473
1997,6560,Moreno,femenino,3412
1997,6568,Morón,masculino,4087
1997,6568,Morón,femenino,4029
1997,6574,Navarro,masculino,161
1997,6574,Navarro,femenino,149
1997,6581,Necochea,masculino,883
1997,6581,Necochea,femenino,924
1997,6588,9 de Julio,masculino,374
1997,6588,9 de Julio,femenino,364
1997,6595,Olavarría,masculino,993
1997,6595,Olavarría,femenino,903
1997,6609,Pehuajó,masculino,346
1997,6609,Pehuajó,femenino,308
1997,6616,Pellegrini,masculino,44
1997,6616,Pellegrini,femenino,59
1997,6623,Pergamino,masculino,1014
1997,6623,Pergamino,femenino,928
1997,6630,Pila,masculino,25
1997,6630,Pila,femenino,17
1997,6638,Pilar,masculino,2883
1997,6638,Pilar,femenino,2451
1997,6644,Pinamar,masculino,178
1997,6644,Pinamar,femenino,157
1997,6648,Presidente Perón,masculino,769
1997,6648,Presidente Perón,femenino,656
1997,6651,Puán,masculino,153
1997,6651,Puán,femenino,106
1997,6655,Punta Indio,masculino,81
1997,6655,Punta Indio,femenino,76
1997,6658,Quilmes,masculino,5858
1997,6658,Quilmes,femenino,5755
1997,6665,Ramallo,masculino,291
1997,6665,Ramallo,femenino,252
1997,6672,Rauch,masculino,137
1997,6672,Rauch,femenino,135
1997,6679,Rivadavia,masculino,180
1997,6679,Rivadavia,femenino,140
1997,6686,Rojas,masculino,162
1997,6686,Rojas,femenino,153
1997,6693,Roque Pérez,masculino,87
1997,6693,Roque Pérez,femenino,85
1997,6700,Saavedra,masculino,171
1997,6700,Saavedra,femenino,141
1997,6707,Saladillo,masculino,229
1997,6707,Saladillo,femenino,281
1997,6721,Salliqueló,masculino,76
1997,6721,Salliqueló,femenino,67
1997,6714,Salto,masculino,242
1997,6714,Salto,femenino,420
1997,6728,San Andrés de Giles,masculino,163
1997,6728,San Andrés de Giles,femenino,192
1997,6735,San Antonio de Areco,masculino,182
1997,6735,San Antonio de Areco,femenino,195
1997,6742,San Cayetano,masculino,62
1997,6742,San Cayetano,femenino,53
1997,6749,San Fernando,masculino,1600
1997,6749,San Fernando,femenino,1540
1997,6756,San Isidro,masculino,2250
1997,6756,San Isidro,femenino,2204
1997,6760,San Miguel,masculino,3511
1997,6760,San Miguel,femenino,3430
1997,6547,Monte,masculino,166
1997,6547,Monte,femenino,183
1997,6763,San Nicolás,masculino,1442
1997,6763,San Nicolás,femenino,1438
1997,6770,San Pedro,masculino,648
1997,6770,San Pedro,femenino,647
1997,6778,San Vicente,masculino,561
1997,6778,San Vicente,femenino,559
1997,6784,Suipacha,masculino,101
1997,6784,Suipacha,femenino,99
1997,6791,Tandil,masculino,933
1997,6791,Tandil,femenino,840
1997,6798,Tapalqué,masculino,69
1997,6798,Tapalqué,femenino,77
1997,6805,Tigre,masculino,2595
1997,6805,Tigre,femenino,2649
1997,6812,Tordillo,masculino,15
1997,6812,Tordillo,femenino,15
1997,6819,Tornquist,masculino,79
1997,6819,Tornquist,femenino,82
1997,6826,Trenque Lauquen,masculino,362
1997,6826,Trenque Lauquen,femenino,319
1997,6833,Tres Arroyos,masculino,527
1997,6833,Tres Arroyos,femenino,475
1997,6840,Tres de Febrero,masculino,2207
1997,6840,Tres de Febrero,femenino,2050
1997,6847,Tres Lomas,masculino,60
1997,6847,Tres Lomas,femenino,61
1997,6854,25 de Mayo,masculino,260
1997,6854,25 de Mayo,femenino,269
1997,6861,Vicente López,masculino,2638
1997,6861,Vicente López,femenino,2493
1997,6868,Villa Gesell,masculino,232
1997,6868,Villa Gesell,femenino,282
1997,6875,Villarino,masculino,518
1997,6875,Villarino,femenino,387
1997,6882,Zárate,masculino,1246
1997,6882,Zárate,femenino,1239
1998,6007,Adolfo Alsina,masculino,142
1998,6007,Adolfo Alsina,femenino,126
1998,6021,Alberti,masculino,85
1998,6021,Alberti,femenino,61
1998,6028,Almirante Brown,masculino,4196
1998,6028,Almirante Brown,femenino,4178
1998,6077,Arrecifes,masculino,210
1998,6077,Arrecifes,femenino,218
1998,6035,Avellaneda,masculino,3096
1998,6035,Avellaneda,femenino,3040
1998,6042,Ayacucho,masculino,179
1998,6042,Ayacucho,femenino,151
1998,6049,Azul,masculino,536
1998,6049,Azul,femenino,517
1998,6056,Bahía Blanca,masculino,2234
1998,6056,Bahía Blanca,femenino,2092
1998,6063,Balcarce,masculino,356
1998,6063,Balcarce,femenino,361
1998,6070,Baradero,masculino,297
1998,6070,Baradero,femenino,257
1998,6084,Benito Juárez,masculino,174
1998,6084,Benito Juárez,femenino,150
1998,6091,Berazategui,masculino,2567
1998,6091,Berazategui,femenino,2356
1998,6098,Berisso,masculino,522
1998,6098,Berisso,femenino,515
1998,6105,Bolívar,masculino,258
1998,6105,Bolívar,femenino,217
1998,6112,Bragado,masculino,311
1998,6112,Bragado,femenino,306
1998,6126,Campana,masculino,927
1998,6126,Campana,femenino,874
1998,6134,Cañuelas,masculino,430
1998,6134,Cañuelas,femenino,395
1998,6140,Capitán Sarmiento,masculino,113
1998,6140,Capitán Sarmiento,femenino,91
1998,6147,Carlos Casares,masculino,169
1998,6147,Carlos Casares,femenino,156
1998,6154,Carlos Tejedor,masculino,110
1998,6154,Carlos Tejedor,femenino,74
1998,6161,Carmen de Areco,masculino,101
1998,6161,Carmen de Areco,femenino,103
1998,6602,Patagones,masculino,228
1998,6602,Patagones,femenino,253
1998,6168,Castelli,masculino,71
1998,6168,Castelli,femenino,62
1998,6210,Chacabuco,masculino,375
1998,6210,Chacabuco,femenino,379
1998,6218,Chascomús,masculino,288
1998,6218,Chascomús,femenino,312
1998,6224,Chivilcoy,masculino,455
1998,6224,Chivilcoy,femenino,434
1998,6175,Colón,masculino,212
1998,6175,Colón,femenino,207
1998,6119,Brandsen,masculino,207
1998,6119,Brandsen,femenino,207
1998,6189,Coronel Dorrego,masculino,140
1998,6189,Coronel Dorrego,femenino,105
1998,6196,Coronel Pringles,masculino,206
1998,6196,Coronel Pringles,femenino,226
1998,6182,Coronel de Marina Leonardo Rosales,masculino,268
1998,6182,Coronel de Marina Leonardo Rosales,femenino,255
1998,6203,Coronel Suárez,masculino,249
1998,6203,Coronel Suárez,femenino,237
1998,6231,Daireaux,masculino,137
1998,6231,Daireaux,femenino,155
1998,6420,La Costa,masculino,569
1998,6420,La Costa,femenino,536
1998,6238,Dolores,masculino,245
1998,6238,Dolores,femenino,238
1998,6245,Ensenada,masculino,309
1998,6245,Ensenada,femenino,301
1998,6252,Escobar,masculino,1987
1998,6252,Escobar,femenino,1888
1998,6260,Esteban Echeverría,masculino,1651
1998,6260,Esteban Echeverría,femenino,1588
1998,6266,Exaltación de la Cruz,masculino,231
1998,6266,Exaltación de la Cruz,femenino,222
1998,6270,Ezeiza,masculino,1583
1998,6270,Ezeiza,femenino,1473
1998,6274,Florencio Varela,masculino,3304
1998,6274,Florencio Varela,femenino,3147
1998,6277,Florentino Ameghino,masculino,70
1998,6277,Florentino Ameghino,femenino,65
1998,6280,General Alvarado,masculino,318
1998,6280,General Alvarado,femenino,314
1998,6287,General Alvear,masculino,88
1998,6287,General Alvear,femenino,87
1998,6294,General Arenales,masculino,94
1998,6294,General Arenales,femenino,109
1998,6301,General Belgrano,masculino,137
1998,6301,General Belgrano,femenino,118
1998,6308,General Guido,masculino,15
1998,6308,General Guido,femenino,15
1998,6322,General la Madrid,masculino,88
1998,6322,General la Madrid,femenino,80
1998,6329,General las Heras,masculino,101
1998,6329,General las Heras,femenino,93
1998,6336,General Lavalle,masculino,19
1998,6336,General Lavalle,femenino,20
1998,6315,General Juan Madariaga,masculino,192
1998,6315,General Juan Madariaga,femenino,185
1998,6343,General Paz,masculino,95
1998,6343,General Paz,femenino,88
1998,6351,General Pinto,masculino,96
1998,6351,General Pinto,femenino,87
1998,6357,General Pueyrredón,masculino,5006
1998,6357,General Pueyrredón,femenino,4909
1998,6364,General Rodríguez,masculino,838
1998,6364,General Rodríguez,femenino,845
1998,6371,General San Martín,masculino,2263
1998,6371,General San Martín,femenino,2029
1998,6385,General Viamonte,masculino,138
1998,6385,General Viamonte,femenino,144
1998,6392,General Villegas,masculino,275
1998,6392,General Villegas,femenino,259
1998,6014,Adolfo Gonzales Chaves,masculino,93
1998,6014,Adolfo Gonzales Chaves,femenino,96
1998,6399,Guaminí,masculino,99
1998,6399,Guaminí,femenino,71
1998,6406,Hipólito Yrigoyen,masculino,85
1998,6406,Hipólito Yrigoyen,femenino,91
1998,6408,Hurlingham,masculino,800
1998,6408,Hurlingham,femenino,788
1998,6410,Ituzaingó,masculino,462
1998,6410,Ituzaingó,femenino,446
1998,6412,José C. Paz,masculino,1891
1998,6412,José C. Paz,femenino,1845
1998,6413,Junín,masculino,697
1998,6413,Junín,femenino,690
1998,6427,La Matanza,masculino,6972
1998,6427,La Matanza,femenino,6799
1998,6441,La Plata,masculino,5495
1998,6441,La Plata,femenino,5225
1998,6434,Lanús,masculino,3571
1998,6434,Lanús,femenino,3378
1998,6448,Laprida,masculino,109
1998,6448,Laprida,femenino,106
1998,6455,Las Flores,masculino,185
1998,6455,Las Flores,femenino,171
1998,6462,Leandro N. Alem,masculino,166
1998,6462,Leandro N. Alem,femenino,145
1998,6466,Lezama,masculino,42
1998,6466,Lezama,femenino,47
1998,6469,Lincoln,masculino,392
1998,6469,Lincoln,femenino,321
1998,6476,Lobería,masculino,168
1998,6476,Lobería,femenino,134
1998,6483,Lobos,masculino,223
1998,6483,Lobos,femenino,220
1998,6490,Lomas de Zamora,masculino,2986
1998,6490,Lomas de Zamora,femenino,2895
1998,6497,Luján,masculino,870
1998,6497,Luján,femenino,857
1998,6505,Magdalena,masculino,142
1998,6505,Magdalena,femenino,121
1998,6511,Maipú,masculino,112
1998,6511,Maipú,femenino,81
1998,6515,Malvinas Argentinas,masculino,1814
1998,6515,Malvinas Argentinas,femenino,1672
1998,6518,Mar Chiquita,masculino,135
1998,6518,Mar Chiquita,femenino,114
1998,6525,Marcos Paz,masculino,413
1998,6525,Marcos Paz,femenino,427
1998,6532,Mercedes,masculino,511
1998,6532,Mercedes,femenino,528
1998,6539,Merlo,masculino,4355
1998,6539,Merlo,femenino,4116
1998,6553,Monte Hermoso,masculino,32
1998,6553,Monte Hermoso,femenino,29
1998,6560,Moreno,masculino,2825
1998,6560,Moreno,femenino,2570
1998,6568,Morón,masculino,3396
1998,6568,Morón,femenino,3127
1998,6574,Navarro,masculino,163
1998,6574,Navarro,femenino,142
1998,6581,Necochea,masculino,704
1998,6581,Necochea,femenino,683
1998,6588,9 de Julio,masculino,405
1998,6588,9 de Julio,femenino,368
1998,6595,Olavarría,masculino,974
1998,6595,Olavarría,femenino,938
1998,6609,Pehuajó,masculino,368
1998,6609,Pehuajó,femenino,336
1998,6616,Pellegrini,masculino,50
1998,6616,Pellegrini,femenino,61
1998,6623,Pergamino,masculino,874
1998,6623,Pergamino,femenino,806
1998,6630,Pila,masculino,17
1998,6630,Pila,femenino,23
1998,6638,Pilar,masculino,2064
1998,6638,Pilar,femenino,2031
1998,6644,Pinamar,masculino,146
